cycle,v_mean_IC1,v_mean_IC2,v_mean_IC3,v_mean_IC4,v_mean_IC5,i_mean_IC1,i_mean_IC2,i_mean_IC3,i_mean_IC4,i_mean_IC5,t_mean_IC1,t_mean_IC2,t_mean_IC3,t_mean_IC4,t_mean_IC5,discharge_duration,soc,battery
3,-1.8230265761985929,0.8606935669738667,0.7773674697348654,0.569136708740791,-1.106188872760871,0.8153450561721329,-1.068493086386259,-0.5255266449340217,-1.533645230807977,0.8946116510139254,-0.9595179271858222,-2.299068040232298,0.06765787478768243,-0.3950716862178697,1.8360797918379912,3415.313,0.999318828396546,B0018
7,-1.3957627751253558,0.29109197455760694,0.8130524614569761,0.4236057413125458,-1.1726732471425065,0.40178320544422097,-0.927378851293956,-0.3546767962991131,-1.397071021096768,1.277879101607918,-0.7793340294695937,-2.877595411790428,-0.36403777645071017,-0.555213754838364,1.9662628298967644,3405.813,0.9965391332793584,B0018
11,-0.960825234192246,-0.42241735230468297,0.7484503569435825,0.14029536912635143,-1.2500300444458703,-0.07192406871342591,-1.3602869836028755,-0.19966132127206165,-1.3058665978948814,1.0488251945610985,-1.5520928247889232,-0.7069832947980722,1.094870169252571,0.0288201556080398,1.855055179195167,3410.375,0.9978739721345804,B0018
15,-0.581272161211651,-0.1663061100793156,0.6400342880657701,-0.6736848999527685,-1.3225048322783102,-0.5985752436917474,-1.2556925444303868,-0.07692249984015344,-1.1961284183458016,1.2784800402694272,-2.2056714847198915,1.1364070664684893,2.4469529023072414,0.4630084625427485,1.6441954420283988,3404.719,0.9962190294416527,B0018
18,-0.23605864761385403,-0.679647980635963,0.450670220530328,-0.7345432574069529,-1.387412308443594,-0.8700875236804887,-1.3038580172727092,0.025351838612904725,-1.120302015638102,1.3721372856071552,-0.945254151972623,-2.5012552462374464,0.3159229707861075,-0.7352661580751214,1.602422951120263,3417.641,1.0,B0018
20,0.00307235626044374,-0.4466580844139828,0.2507766098763196,-0.7011361085217096,-1.4281312335753007,-0.8232270631803481,-1.6007101868589722,0.10201587176836908,-1.0899275443474712,1.2440239448062584,-0.867227282272078,-2.6796820147635496,0.4277918078770682,-0.9065044650439527,1.3698727129106985,3411.766,0.998280978019634,B0018
22,0.1620826378972752,-0.07427219532366035,0.04216353088492209,-0.31347327562213373,-1.4490663823328593,-0.7418743006755104,-1.5676548587696046,0.12753321129495512,-1.0676663038718364,1.3695052869644115,-1.2589604604970401,-1.4311397595679671,1.3538376051147818,-0.577487638258588,1.1420295869476857,3379.625,0.9888765379394734,B0018
24,0.2782806745684292,-0.020476908135885926,-0.16618177560225608,0.4540820687503166,-1.4588769741135195,-0.6302544228980038,-1.49331981534204,0.10694442738469472,-1.0696248013372276,1.4705393102847348,-1.6048364133218664,-0.22591051150156027,2.1036927134149823,-0.1528919779127482,1.0177206036918784,3379.422,0.9888171402438114,B0018
27,0.35060655967371424,0.896287258862936,-0.3081350086339603,0.5710529625947774,-1.4617064056464715,-0.4497851214382501,-1.6093842639235898,0.0494901491791808,-1.1083847652358012,1.33728998858442,-1.6058310113839147,0.07939173406634153,2.1023258855775238,0.12911557043364144,1.0543704302378085,3350.078,0.980231100926048,B0018
30,0.43958864995756913,1.2878524672151188,-0.40387146966702087,0.6496278382139027,-1.4690186536300138,-0.2736236027130891,-1.4279818703035947,-0.04632366466873334,-1.1504249887474958,1.426823444128859,-1.3137756517090509,-0.3656749074803364,1.4642407909564132,0.3027852490962372,1.2276107404239955,3384.0,0.9901566606908098,B0018
32,0.5754293594772849,0.26308113717587506,-0.47637401939731394,1.150957274286508,-1.4862616217457938,-0.2166068776728479,-0.9300138023686242,-0.18089524528059542,-1.1904370839388487,1.729392851714059,-0.6246121372976549,-1.8670163380454088,0.14546727348829575,0.19236718822890791,1.4027442055853085,3396.141,0.9937091110505756,B0018
34,0.6772246632471447,-0.15993526213282172,-0.4653859316758487,1.0689078735643562,-1.4980323711485217,-0.07440055007384015,-1.5299855222202923,-0.327957185581863,-1.3170708865393046,0.9321000620422868,-0.594017623555156,-1.3897067685087996,0.2811422694114345,0.5918736032837668,1.2753312167547806,3363.938,0.9842865298022816,B0018
36,0.7683133681571943,-1.1337672953604216,-0.41448322205295696,1.1971092855585335,-1.5062130563389897,-0.13304581996905845,-1.9464810607029606,-0.4993006710171189,-1.4410044827947641,0.21036647106488965,-0.8757712673120769,0.0658616987664903,1.2431452191787011,1.1965975123614143,0.8735751295074072,3287.281,0.9618567310024664,B0018
39,0.7158478159335007,1.101627423251919,-0.2032652598994829,-0.4376418448517668,-1.4860503659246849,-0.7937385886096185,-0.0017043014928928035,-0.6936618141069142,-1.4028826974747493,1.606512414513955,-0.8608007043004574,0.7325932199114684,1.8672734044533694,1.4957741488258207,0.3042840070955241,3357.797,0.9824896763586344,B0018
42,0.6981388010790489,1.290616362213751,-0.013664106318097443,-0.9353280119242464,-1.4692176668601207,-0.7595908988015908,0.10057337956458223,-0.7754102089270511,-1.465845851098523,1.4404412815696304,-0.20364127794154302,-0.40505252515894735,1.4510549178362653,1.2097586781412584,-0.3324106213249045,3342.75,0.9780869318924954,B0018
44,0.704559832803018,-0.08121565208999924,0.15596938383947007,-0.5876084627521624,-1.4550524579745614,-0.44769183081516684,0.0730315808869182,-0.7605092285579483,-1.5086304287932806,1.2770934487407783,0.7343700208156493,-2.3468447733263837,0.49665703669248157,0.6974627474282536,-0.9213513050348754,3348.437,0.9797509451694896,B0018
46,0.6482813808983902,-0.561160112910974,0.372061105259684,-0.671667201318376,-1.4279678023921045,-0.011437521594058697,0.007926015457117583,-0.6446934091443884,-1.5160752230368675,1.1793982607890883,1.120228459979254,-2.735513152199931,0.36446468730119685,0.7258581097573722,-1.389086750022947,3269.719,0.9567180988289876,B0018
48,0.5595070260217375,-1.349395719785503,0.5791693490796944,-0.40571262762535876,-1.392275443376243,0.5570446735108611,-0.7255772254389903,-0.4100786816501469,-1.5200012887188135,0.5546107000872873,0.9343111294960079,-1.5446559537095772,0.9451473419194194,1.3617314478348388,-1.599001638281631,3319.454,0.9712705342661796,B0018
51,0.37913403467820167,-0.9002973208187434,0.807054113455368,-0.5450690826331259,-1.337345094713414,0.9183734225078988,-1.3984481710876626,-0.07482610814432342,-1.466540229685901,0.024344710865109555,0.6263683699204371,-0.10147728309119655,1.430108069322469,2.1781995237117617,-1.5256634623525935,3253.125,0.951862702957976,B0018
54,0.11941185241814913,0.35407793950853134,1.010904484290125,-0.8078041068697006,-1.2665079938207688,0.3467060126217723,0.21467713221357695,0.2732918612958682,-1.2224727988955613,1.5114913389174671,0.6565535075138139,0.23564228618971572,1.0359296202587942,2.714080657881404,-1.186281759621551,3291.125,0.9629814834267262,B0018
56,-0.14604757828030338,0.33431848772684347,1.0886570054081581,-0.06458056544731942,-1.1950093888203317,-0.14959194313946203,-0.050162236799146165,0.6522522992816133,-1.0935835284042554,1.1845038483050983,0.7819689469889683,0.13328891258818223,0.3067164243689538,3.092230326613582,-0.7074134532588738,3281.39,0.960133027430324,B0018
58,-0.4029176381402707,-0.3905799748358032,1.0231326726699717,1.0804970778594105,-1.132190001560098,-0.7580552823392643,-0.2608197988309913,0.9698505446924625,-0.9915656351374668,0.79217829021498,0.960624260002188,-0.3218645499147207,-0.5657822543693393,3.2526432735319073,-0.21110687728545913,3294.625,0.9640055816277951,B0018
