cycle,v_mean_IC1,v_mean_IC2,v_mean_IC3,v_mean_IC4,v_mean_IC5,i_mean_IC1,i_mean_IC2,i_mean_IC3,i_mean_IC4,i_mean_IC5,t_mean_IC1,t_mean_IC2,t_mean_IC3,t_mean_IC4,t_mean_IC5,discharge_duration,soc,battery
2,2.28676196356177,1.0559894957214755,0.24920222249468366,0.5161354975009506,1.402361683212645,0.2438103839405371,-0.8129262041301072,-0.29977476142437315,0.8767912026543853,-1.4762427091684465,-1.5993874294526178,-1.6440078998002443,-0.2343605213163057,-0.12519048958337717,-1.303827496743917,3690.234,1.0,B0006
4,0.47493248659585546,1.1600404650857896,0.5977354699007718,1.3350532036606473,1.6194953011229474,-0.26852987262663214,-0.6206342835157085,0.386812981340329,1.1662496069159982,-1.4092800380706112,-1.7367373068962941,-1.6106027843369166,-0.4680230985950092,0.2669787123213639,-1.2743666151579855,3672.344,0.9951520689473892,B0006
6,-0.5710443387457642,1.1895059582666236,0.6732543496758656,1.490871030689817,1.71001488882919,-0.3728977979060177,-0.6404831609351159,0.44677003753185807,1.2007184879919945,-1.4145608590539205,-1.7415468402053746,-1.5610185710361546,-0.32821706783183846,0.14821584296026707,-1.2759510254569146,3651.641,0.9895418556113244,B0006
8,0.1674464283681477,1.0894748361724402,0.3293925203674106,0.5239101588109195,1.5520648021711771,0.036800416713978594,-0.8757005503283793,-0.1563429644272014,0.9546354514603151,-1.4894391204565884,-1.7266185248694361,-1.5034408725099042,-0.17237603112892738,0.03544015692114345,-1.2806702699347816,3631.563,0.9841010082287464,B0006
10,1.1074154222840056,0.9571338557112387,-0.18729440559471155,-0.7461333648734291,1.3477067091834565,-0.05245161732261002,-0.6769190360191989,0.42083118120737917,1.1609279317082002,-1.3918443321794274,-1.6501071772903295,-1.433240350548919,0.08037956576025014,-0.32099205604199327,-1.29861079560514,3629.172,0.9834530818370868,B0006
12,-0.9539462903701219,0.9936933402394849,-0.32970551988579944,-0.610944824411324,1.510085609684989,0.3451592196231783,-0.7099233379387949,0.3083901987853986,1.0802701595937627,-1.3731012564757776,-1.6241342969206112,-1.3588784049384584,0.07265689227357632,-0.42564452536317643,-1.3021679392135135,3652.281,0.989715286347695,B0006
14,-0.09999151584963678,0.9068246492258418,-0.6905511318916909,-1.4557494581147932,1.356869542872565,0.4581844393459859,-0.7373281606025589,0.29181395576874114,1.0684539766868166,-1.3600349937520917,-1.6725291786742003,-1.2849675196673092,-0.23900064399135285,-0.20393790443412457,-1.286242811194164,3650.828,0.9893215443790284,B0006
16,0.47220469549322663,0.9194814158613172,-0.5847280771762274,-1.3546607094239946,1.3228215232124663,0.19985754626509075,-0.753130284556596,0.41172581281252363,1.149330021876352,-1.353905920185052,-1.6656977373214101,-1.2076194704592076,-0.34217667362625476,-0.2012342815463646,-1.2839125072803494,3572.453,0.9680830538117636,B0006
18,-0.4739641009795927,1.1021810990333158,0.17604445071678254,0.29051744660097045,1.5607244226933257,-0.1395187278663697,-0.7975680117790438,0.49210341308583183,1.2273720200936433,-1.36187839609611,-1.6108488442546376,-1.1326357407965482,-0.13363257899678807,-0.26698212682465816,-1.294131811232777,3550.594,0.9621595812081294,B0006
20,1.415601171867583,1.0799938916521534,0.23134783843233422,0.16065223119361455,1.4077729886823864,0.05752346066803604,-1.0650563780840445,-0.10437199701434571,1.0140262386030887,-1.4454829764761472,-1.6254121135145758,-1.069065751113548,0.015508738309276914,0.1175233471527553,-1.2880413287062753,3551.25,0.9623373477129092,B0006
22,-0.3978602604184984,1.159911017625447,0.14119001908201617,0.7391927630060645,1.6027403606968669,-0.20364694107275316,-0.8851327560566183,0.5070092922227485,1.2539088441278972,-1.3524798544850338,-1.5119111102660567,-0.9901355239069929,0.3695279460169803,-0.3625256251634689,-1.3129209930902095,3530.25,0.9566466516757474,B0006
25,-0.8185837055828092,1.1039310654534433,-0.46154251417147046,0.12532778473057754,1.571583186306565,0.0753801869997876,-0.920256105341095,0.44995540186285615,1.2063217396537835,-1.3300897610562492,-1.7017200225381466,-0.9294109662823231,-0.3635775858647528,0.3547566839613199,-1.2624084631912695,3491.016,0.9460148055651756,B0006
27,-0.9400204962718294,1.053155535642299,-0.9008431560415817,-0.3670930418963912,1.5281163690596273,0.33379248706138004,-0.9584002580940937,0.37891879120516614,1.1597464785207627,-1.3056631932414324,-1.693829066842315,-0.8530322181198559,-0.513864565005353,0.13091166926530798,-1.2600338396494606,3470.281,0.9403959206922922,B0006
29,-0.31014493998447756,1.0177754795565206,-0.9851538389197012,-0.5856146143145338,1.4530706793659243,0.39289771242307053,-0.9919716474411155,0.3514631365599498,1.158165738564477,-1.2805870282827396,-1.5997360414787913,-0.7713334510796577,-0.3304682834490719,-0.3347287297944585,-1.2779441456255074,3470.0,0.9403197737596044,B0006
31,0.5167918951126307,1.0123614463671624,-0.7298904372544385,-0.42573412770904084,1.3983758875233878,0.15001448283190277,-1.0195965623529581,0.39041388605812216,1.2239851305461225,-1.256545056135013,-1.5078102726950928,-0.6899335034997863,-0.0917471463264641,-0.5924875719441344,-1.2938465460053568,3450.297,0.9349805459491188,B0006
33,0.9389469722830452,1.0432836181800402,-0.22194361320469075,0.12471653560282144,1.4102981035837148,-0.19613331770012038,-1.0301769755173156,0.46546814337087006,1.3216910435449123,-1.2214663658824714,-1.4030066074155347,-0.6052762448264851,0.20473444514512185,-0.7132815604347135,-1.3107542024142258,3429.407,0.9293196583197706,B0006
35,0.1692776825698157,1.1181838979018508,0.41792716586894324,1.0688261051272696,1.5478260950721354,0.1849909879342161,-1.2571940265113788,-0.2135134787047732,1.0853279499826853,-1.245757656390968,-1.4113717692171523,-0.5239790145440923,0.1282154888788771,-0.08949011324528929,-1.2967010459338133,3409.484,0.9239208136936574,B0006
37,1.1561171603647518,1.0061893523605516,0.38171840346554153,0.372680016198924,1.3844727119008826,0.4771511604966781,-1.2366125323446406,-0.3047680198553908,1.0581254694816233,-1.1604882573994246,-1.3681777876675125,-0.42663922374646734,0.027341352286019478,0.40487786573414347,-1.2908954094682692,3390.422,0.918755287605068,B0006
39,0.9055479410202574,0.88674944584416,0.13016308546696295,-0.4550223957684301,1.2972554980549464,-0.07338660633340263,-0.7473349140995496,0.9392345442826852,1.578793053406998,-0.9014390953026898,-1.2659038167373262,-0.3067503388545291,-0.2107111910412547,0.6393492838968843,-1.2940167681835393,3390.281,0.9187170786459612,B0006
42,0.1741858715526447,0.7617356819703757,-0.19457715152038066,-1.3393182081486974,1.2382334813808158,0.6481775666810767,-1.19485687533489,-0.4342720019230369,1.0785424883891215,-1.0001072204938473,-0.8409214512978662,-0.14248870635965316,0.15164170809323385,-0.7145487452016106,-1.3708857633448857,3591.734,0.973307925730455,B0006
46,-1.5650939493715421,0.7104766148395487,-0.24440143258521663,-1.5532268558890205,1.321363415461681,-0.09116119642647734,-0.9519801338537038,0.24747905261582406,1.4355174717812056,-0.8585308170680814,-0.8999399977990798,-0.010119380626891395,-0.9565796373214308,0.5304448656105532,-1.3246468031055914,3552.297,0.9626210695581906,B0006
50,-0.3264702152483008,0.5400816715224305,-0.4036113380428347,-2.6725225028404433,1.0901704085381076,-0.3867977320509919,-0.9300242768301624,0.27564095403389743,1.515771562625702,-0.8017634864368763,-0.442834102266729,0.16142774133325538,-0.3964575806033849,-0.2844440799447579,-1.402775965980605,3531.578,0.9570065204537164,B0006
